"gene","meanLFC"
"SETD2",-1.68623333333333
"SETD4",-0.0649666666666667
"SF1",-2.777
"SF3A1",-4.62
"SF3B1",-3.25266666666667
"SFI1",-0.0686
"SFPQ",-3.10846666666667
"SFSWAP",-2.241
"SFT2D1",0.8051
"SGCE",-0.438826666666667
"SGSM3",-1.64843333333333
"SH3KBP1",1.45645
"SH3PXD2A",-1.0088
"SHTN1",0.5125
"SIK3",0.146684333333333
"SIN3A",-3.59333333333333
"SINHCAF",-1.2264
"SIRPA",-0.284566666666667
"SIRT7",-1.23233333333333
"SIX1",-0.378979333333333
"SIX4",-0.675933333333333
"SLBP",-2.41496666666667
"SLC12A2",-0.455366666666667
"SLC16A3",0.287016666666667
"SLC23A2",1.2649
"SLC25A12",-0.979033333333333
"SLC25A13",0.897833333333333
"SLC25A36",0.012
"SLC25A46",0.236986666666667
"SLC27A4",-0.56197
"SLC30A3",0.108786666666667
"SLC30A9",-0.108733333333333
"SLC38A6",-0.333166666666667
"SLC39A10",-3.34433333333333
"SLC3A2",-0.56095
"SLC7A11",-0.578433333333333
"SLMAP",-3.07
"SLTM",0.710733333333333
"SMAD3",-1.3538
"SMAD4",-2.12233333333333
"SMAD5",-0.0447733333333333
"SMAD7",-0.679166666666667
"SMARCA1",0.942333333333333
"SMARCA2",-0.351653333333333
"SMARCC2",0.0663666666666667
"SMARCD1",2.00896666666667
"SMARCE1",-1.33321333333333
"SMC5",-3.17433333333333
"SMG6",-1.995
"SMIM20",-0.171
"SMTN",-0.5568
"SMUG1",-0.500066666666667
"SMURF2",-0.959633333333333
"SNAPC1",-3.44
"SNAPC5",-2.7144
"SNRNP40",-1.6806
"SNRNP70",-0.91885
"SNRPE",-3.62
"SNX11",-0.79825
"SNX2",0.189396666666667
"SNX24",-0.646666666666667
"SNX3",-0.0265333333333333
"SNX6",-0.582366666666667
"SOAT1",0.10436
"SOCS7",0.00750000000000002
"SOD2",-1.1972
"SON",-5.44266666666667
"SORD",-0.298333333333333
"SP3",0.616933333333333
"SP4",-0.645566666666667
"SPAG9",0.5673
"SPATA20",-0.0504333333333333
"SPATA48",0.855566666666667
"SPATS2",-0.0255333333333333
"SPATS2L",0.000466666666666634
"SPECC1",-0.0426766666666667
"SPEN",-1.22587333333333
"SPIDR",-0.553533333333333
"SPIRE1",-0.338856666666667
"SPNS1",0.122166666666667
"SPOCK1",0.25885
"SPOP",0.545433333333333
"SPTBN1",1.3094
"SRBD1",-4.87466666666667
"SRCAP",-0.321866666666667
"SRGAP2",0.24735
"SRP19",-6.25566666666667
"SRPK2",-0.830866666666667
"SRRM1",-2.44266666666667
"SRRM2",-2.1707
"SRRT",-3.70133333333333
"SRSF10",-2.24466666666667
"SRSF11",-4.04466666666667
"SRSF3",-4.744
"SRSF4",-1.90566666666667
"SRSF5",-1.6294
"SRSF6",-3.13
"SRSF7",-3.42466666666667
"SS18",-1.10487
"SSBP3",-0.734
"SSH2",-0.0738
"ST6GALNAC4",-2.33621
"STAG1",-1.27423333333333
"STAG2",0.1487
"STC1",-0.492833333333333
"STK26",1.21403333333333
"STMN1",-2.02833333333333
"STON1-GTF2A1L",2.3515
"STRBP",-1.1667
"STX18",-1.57773333333333
"SUCLG2",-3.3595
"SUPT20H",-1.3231
"SUPT5H",-2.73886666666667
"SUPT6H",-4.90633333333333
"SVBP",0.506433333333333
"SWAP70",-1.2259
"SYNCRIP",-0.884133333333333
"SYNJ2BP-COX16",0.865033333333333
"SYNRG",0.167033333333333
"SYT1",-1.2659
"TACC1",-1.27167666666667
"TAF1",-1.71470333333333
"TAF15",-3.28075
"TAF5",-3.4315
"TAFA1",0.59485
"TANC1",0.271666666666667
"TANC2",0.88005
"TANGO6",-3.019
"TANK",-0.979133333333333
"TAOK1",5.279
"TAOK2",0.884483333333333
"TARS3",0.5552
"TAX1BP1",0.100333333333333
"TBC1D16",-0.1781
"TBC1D2",0.721023333333333
"TBCA",-3.711
"TBL1XR1",-2.63733333333333
"TCERG1",-1.57803333333333
"TCF12",-1.10983333333333
"TCF7",-0.596366666666667
"TCF7L2",-0.301633333333333
"TEX10",-5.794
"TEX264",-2.5863
"TFAP2A",-2.659
"TGFB2",-3.11876666666667
"TGIF1",-1.39233333333333
"TGIF2",0.02282
"TGIF2-RAB5IF",-0.5877
"THOC2",-3.46866666666667
"THRA",0.343533333333333
"THRAP3",1.0683
"TIA1",1.32235
"TIAL1",-3.25
"TIPARP",-4.1335
"TJP1",-1.63933333333333
"TLE3",-0.3086
"TLK2",-1.3157
"TLN1",-4.415
"TM9SF3",0.160133333333333
"TMEFF2",-1.35406666666667
"TMEM134",0.46695
"TMEM161B",-0.223533333333333
"TMEM164",-0.2223
"TMEM183A",-0.634507333333333
"TMEM38B",-0.4734
"TMEM39A",-0.23191
"TMEM47",-0.601033333333333
"TNC",-0.670866666666667
"TNKS2",-2.49506666666667
"TNMD",-0.883666666666667
"TNPO1",-4.19733333333333
"TNPO3",-3.39586666666667
"TNRC18",-1.33536666666667
"TNRC6A",-0.276533333333333
"TNS1",-0.761066666666667
"TOMM7",-1.659
"TP53",5.93366666666667
"TPT1",-3.77066666666667
"TPX2",-3.32333333333333
"TRAF3IP1",0.3228
"TRAIP",-6.06433333333333
"TRAPPC6B",-0.0320566666666666
"TRERF1",-0.0393233333333333
"TRIM26",0.2779
"TRIM3",-0.215763333333333
"TRIM5",-0.4389
"TRIM8",0.257733333333333
"TRIM9",-0.859276666666667
"TRIQK",-1.625
"TRIT1",0.741533333333333
"TRMT2B",0.8499
"TRMT5",-3.548
"TRMU",-0.663333333333333
"TRNAU1AP",-1.79900666666667
"TRPM7",0.591633333333333
"TRRAP",-1.47535
"TSC22D1",0.40084
"TSC22D3",-0.520066666666667
"TSG101",-2.29033333333333
"TTC28",-0.50175
"TTI1",-4.5675
"TUBD1",-1.85096666666667
"TUFM",0.258666666666667
"TUT7",-0.3355
"TWIST1",-1.47566666666667
"TXLNG",0.121733333333333
"U2AF2",-3.321
"U2SURP",-3.37433333333333
"UACA",-0.0630666666666667
"UBAP2",0.11035
"UBAP2L",-1.63123333333333
"UBE2D2",-1.56763333333333
"UBE2E3",-0.261566666666667
"UBE2H",-1.68543333333333
"UBE3C",-0.506
"UBIAD1",-2.02566666666667
"UBP1",-0.299483333333333
"UBR4",-1.88953333333333
"UBR5",-3.227
"UBXN2B",0.297466666666667
"UCKL1",0.0436666666666667
"UIMC1",-1.15153666666667
"UNC13B",0.108366666666667
"UQCC1",0.06045
"URGCP",-1.084
"URI1",-1.77577333333333
"URM1",-5.124
"USP1",-2.93666666666667
"USP21",0.4354
"USP24",-2.26366666666667
"USP26",-0.845066666666667
"USP32",0.1628
"USP34",0.382833333333333
"USP37",-3.64
"USP47",-0.52695
"USP7",-1.7106
"UTP11",-3.55626666666667
"VAPB",-0.16895
"VCAN",0.187866666666667
"VCL",-1.46933333333333
"VEGFA",0.710766666666667
"VEZF1",-0.498
"VEZT",-0.5893
"VMP1",-4.25933333333333
"VPS25",-6.64566666666667
"VPS41",0.05055
"VRK1",-6.8945
"WASF2",-1.8581
"WASHC3",-0.247733333333333
"WDHD1",-4.924
"WDR25",-4.9935
"WDR41",0.7295
"WDR70",-3.55983333333333
"WDTC1",-1.45805
"WIZ",0.582066666666667
"WLS",0.8074
"WNK1",-1.5352
"WNT5B",0.3464
"WSB1",-0.524066666666667
"XPO1",-4.501
"XPO4",0.3844
"XPO7",1.01256666666667
"XRN2",-2.707
"YBX1",-5.00433333333333
"YRDC",-0.971123333333333
"YTHDC1",0.0346066666666667
"YTHDF2",-2.008
"YWHAB",0.085
"ZBTB17",-2.902
"ZBTB18",-1.1618
"ZBTB34",-0.6487
"ZBTB38",1.01683333333333
"ZBTB40",0.297723333333333
"ZBTB7B",-0.351166666666667
"ZC3H4",-1.828
"ZCCHC9",-2.66666666666667
"ZDHHC9",0.0371233333333333
"ZEB1",-0.7927
"ZFAND3",-1.42673333333333
"ZFC3H1",-1.866
"ZFP36L1",-1.4069
"ZFR",-2.19083333333333
"ZFX",2.595
"ZFYVE27",0.44
"ZMIZ1",-0.179833333333333
"ZMYM3",-0.7552
"ZMYND8",-0.20927
"ZNF219",-0.809286666666667
"ZNF251",-0.453
"ZNF318",1.0375
"ZNF326",0.1845
"ZNF335",-0.318066666666667
"ZNF384",1.0409
"ZNF410",-0.6888
"ZNF512",-0.558566666666667
"ZNF532",-0.8718
"ZNF638",-0.159233333333333
"ZNF644",-0.143533333333333
"ZNF670-ZNF695",0.23345
"ZNF711",0.341333333333333
"ZNF75D",-1.3925
"ZNF800",0.1911
