"gene","meanLFC"
"SEPTIN2",0.1138
"SEPTIN6",0.2344
"SEPTIN8",-0.0936486666666667
"SERGEF",-0.531536666666667
"SETD1A",-1.9462
"SETD1B",-1.0655
"SETD2",-1.1292
"SETD4",-0.0681066666666667
"SF1",-3.9515
"SF3A1",-2.36933333333333
"SF3B1",-1.26305
"SFI1",0.214866666666667
"SFPQ",-0.53077
"SFSWAP",-1.2603
"SFT2D1",0.290966666666667
"SGCE",-0.9008
"SGSM3",-0.467566666666667
"SH3KBP1",0.38385
"SH3PXD2A",-0.7357
"SHTN1",0.251426666666667
"SIK3",0.196374333333333
"SIN3A",-0.947466666666667
"SINHCAF",-1.04196666666667
"SIRPA",0.453963333333333
"SIRT7",-0.314153333333333
"SIX1",0.4805
"SIX4",0.0388
"SLBP",-2.58846666666667
"SLC12A2",0.0576666666666666
"SLC16A3",-0.535133333333333
"SLC23A2",0.275633333333333
"SLC25A12",-0.3526
"SLC25A13",-0.19775
"SLC25A36",0.098675
"SLC25A46",0.294466666666667
"SLC27A4",-0.698566666666667
"SLC30A3",-0.294333333333333
"SLC30A9",-4.74466666666667
"SLC38A6",0.0632533333333333
"SLC39A10",-1.7936
"SLC3A2",-0.4118
"SLC7A11",-0.3812
"SLMAP",-0.524066666666667
"SLTM",0.1931
"SMAD3",-1.11783333333333
"SMAD4",-0.6753
"SMAD5",0.34164
"SMAD7",0.435533333333333
"SMARCA1",0.1350974
"SMARCA2",0.693513333333333
"SMARCC2",-0.229143333333333
"SMARCD1",-0.6222
"SMARCE1",-0.1879
"SMC5",-2.07033333333333
"SMG6",-0.676935
"SMIM20",-0.684833333333333
"SMTN",-0.3592
"SMUG1",-0.202703333333333
"SMURF2",-0.114733333333333
"SNAPC1",-2.38906666666667
"SNAPC5",-1.32066666666667
"SNRNP40",-1.5951
"SNRNP70",-1.598
"SNRPE",-3.283
"SNX11",-0.475633333333333
"SNX2",0.126066666666667
"SNX24",-0.342166666666667
"SNX3",0.354883333333333
"SNX6",-0.634933333333333
"SOAT1",0.286566666666667
"SOCS7",-0.411733333333333
"SOD2",-4.413
"SON",-0.863933333333333
"SORD",-0.3703
"SP3",-0.251766666666667
"SP4",-0.447733333333333
"SPAG9",-0.99105
"SPATA20",0.0683966666666667
"SPATA48",-0.294533333333333
"SPATS2",0.0970333333333333
"SPATS2L",0.490133333333333
"SPECC1",-1.2867
"SPEN",-0.0635666666666667
"SPIDR",-0.459503333333333
"SPIRE1",-0.421366666666667
"SPNS1",-1.0878
"SPOCK1",0.260185
"SPOP",-0.943766666666667
"SPTBN1",0.284993333333333
"SRBD1",-2.5903
"SRCAP",-3.032
"SRGAP2",-0.4632
"SRP19",-4.13366666666667
"SRPK2",-0.8494
"SRRM1",-4.84366666666667
"SRRM2",-1.8562
"SRRT",-1.95146666666667
"SRSF10",-0.46577
"SRSF11",-3.033
"SRSF3",-3.193
"SRSF4",-0.12956
"SRSF5",0.00942333333333333
"SRSF6",-1.94566666666667
"SRSF7",-3.02940333333333
"SS18",-0.4621
"SSBP3",-1.53235
"SSH2",-2.844
"ST6GALNAC4",-0.368766666666667
"STAG1",-0.0360733333333333
"STAG2",-0.713803333333333
"STC1",0.046
"STK26",0.635633333333333
"STMN1",-0.6227
"STON1-GTF2A1L",-0.03367
"STRBP",-0.155933333333333
"STX18",-0.2065
"SUCLG2",-1.752
"SUPT20H",-0.77545
"SUPT5H",-2.01763333333333
"SUPT6H",-3.014
"SVBP",0.1838873
"SWAP70",-0.1958
"SYNCRIP",-0.496123333333333
"SYNJ2BP-COX16",0.0760666666666667
"SYNRG",-0.50621
"SYT1",0.1701
"TACC1",-0.0971333333333333
"TAF1",-0.602666666666667
"TAF15",-0.9742
"TAF5",-1.14385
"TAFA1",-0.0710266666666667
"TANC1",-0.32929
"TANC2",0.39035
"TANGO6",-2.926
"TANK",-0.966333333333333
"TAOK1",-0.109976666666667
"TAOK2",0.1372
"TARS3",0.0277
"TAX1BP1",0.109796666666667
"TBC1D16",-0.212743333333333
"TBC1D2",0.709313333333333
"TBCA",-5.21866666666667
"TBL1XR1",-0.37924
"TCERG1",-0.795566666666667
"TCF12",-0.107433333333333
"TCF7",-0.801
"TCF7L2",0.372682333333333
"TEX10",-3.641
"TEX264",-0.4019
"TFAP2A",0.184113333333333
"TGFB2",-0.1192
"TGIF1",0.210733333333333
"TGIF2",-0.08447
"TGIF2-RAB5IF",-0.4693
"THOC2",-3.801
"THRA",-1.28446666666667
"THRAP3",-0.280466666666667
"TIA1",0.1414
"TIAL1",0.427533333333333
"TIPARP",-0.657166666666667
"TJP1",-0.5083
"TLE3",0.5495
"TLK2",-1.46145
"TLN1",-0.298266666666667
"TM9SF3",-0.295433333333333
"TMEFF2",-0.117003333333333
"TMEM134",-0.03585
"TMEM161B",-0.739166666666667
"TMEM164",0.03754
"TMEM183A",-0.733966666666667
"TMEM38B",-0.2286
"TMEM39A",-0.260033333333333
"TMEM47",0.4723
"TNC",-0.223023333333333
"TNKS2",-0.38475
"TNMD",-0.26729
"TNPO1",-2.828
"TNPO3",-0.925633333333333
"TNRC18",-0.00812666666666667
"TNRC6A",0.198293333333333
"TNS1",-0.0988666666666667
"TOMM7",-0.192833333333333
"TP53",0.346866666666667
"TPT1",-4.48866666666667
"TPX2",-1.41636666666667
"TRAF3IP1",0.56935
"TRAIP",-6.27333333333333
"TRAPPC6B",0.139193333333333
"TRERF1",-0.147436666666667
"TRIM26",-0.14708
"TRIM3",0.0739333333333333
"TRIM5",0.416533333333333
"TRIM8",-0.183466666666667
"TRIM9",-0.2804
"TRIQK",-1.141
"TRIT1",-2.746
"TRMT2B",-0.317233333333333
"TRMT5",-5.129
"TRMU",-0.528733333333333
"TRNAU1AP",-1.3551
"TRPM7",-3.467
"TRRAP",-2.34596666666667
"TSC22D1",0.3668
"TSC22D3",-0.0138
"TSG101",-0.8797
"TTC28",0.152235
"TTI1",-3.804
"TUBD1",-3.675
"TUFM",-4.03666666666667
"TUT7",0.4566
"TWIST1",-0.396886666666667
"TXLNG",-1.15546666666667
"U2AF2",-2.012
"U2SURP",-2.87476666666667
"UACA",-0.576466666666667
"UBAP2",-0.1314
"UBAP2L",-1.91533333333333
"UBE2D2",0.106416666666667
"UBE2E3",-0.03352
"UBE2H",-0.594233333333333
"UBE3C",0.767966666666667
"UBIAD1",0.2396
"UBP1",0.41797
"UBR4",-1.701
"UBR5",-0.976033333333333
"UBXN2B",-1.07685
"UCKL1",-0.324933333333333
"UIMC1",-2.459
"UNC13B",-0.4019
"UQCC1",-0.64085
"URGCP",-0.206656666666667
"URI1",-2.701
"URM1",-4.444
"USP1",-0.941733333333333
"USP21",-0.2936
"USP24",-0.1513
"USP26",-0.0812333333333333
"USP32",-0.05982
"USP34",-0.1168
"USP37",-2.08633333333333
"USP47",0.23315
"USP7",0.36
"UTP11",-1.40043333333333
"VAPB",-0.0494
"VCAN",-0.328366666666667
"VCL",-0.618466666666667
"VEGFA",0.1317
"VEZF1",-0.00916666666666669
"VEZT",-0.553783333333333
"VMP1",-3.65433333333333
"VPS25",-4.41833333333333
"VPS41",-2.02466666666667
"VRK1",-0.29227
"WASF2",-0.677066666666667
"WASHC3",0.4809
"WDHD1",-3.02166666666667
"WDR25",-3.3908
"WDR41",-0.181266666666667
"WDR70",-3.4435
"WDTC1",-0.33545
"WIZ",0.1352
"WLS",-0.0393333333333333
"WNK1",-0.386543333333333
"WNT5B",-0.06895
"WSB1",-0.571766666666667
"XPO1",-3.32333333333333
"XPO4",-0.3222
"XPO7",-0.712686666666667
"XRN2",-4.39233333333333
"YBX1",-1.70456666666667
"YRDC",-3.06866666666667
"YTHDC1",-2.043
"YTHDF2",0.2396
"YWHAB",0.10418
"ZBTB17",-2.91626666666667
"ZBTB18",-0.5307
"ZBTB34",-0.145526666666667
"ZBTB38",-0.400166666666667
"ZBTB40",0.0760333333333333
"ZBTB7B",-0.846933333333333
"ZC3H4",-0.818066666666667
"ZCCHC9",-2.33823333333333
"ZDHHC9",0.3592
"ZEB1",-1.25775
"ZFAND3",-0.00802666666666666
"ZFC3H1",-0.79515
"ZFP36L1",-0.1165
"ZFR",-0.17087
"ZFX",-0.402833333333333
"ZFYVE27",-0.06665
"ZMIZ1",0.188766666666667
"ZMYM3",-0.194216666666667
"ZMYND8",0.606833333333333
"ZNF219",-1.27363333333333
"ZNF251",-0.03282
"ZNF318",0.6474
"ZNF326",0.401166666666667
"ZNF335",-0.320566666666667
"ZNF384",-0.508416666666667
"ZNF410",-0.773066666666667
"ZNF512",0.282866666666667
"ZNF532",0.1011
"ZNF638",0.196633333333333
"ZNF644",0.0638333333333333
"ZNF670-ZNF695",0.264413333333333
"ZNF711",0.369076666666667
"ZNF75D",-0.672466666666667
"ZNF800",0.3673
